,tree_id,tree_dbh,health,steward,postcode,borough,cncldist,nta_name,nta,latitude,longitude
463459,692192,18,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.71899001,-73.81273792
463475,692491,24,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71534737,-73.8001387
463477,694170,18,Fair,,11239,Brooklyn,42,Starrett City,BK93,40.646788,-73.88106021
463478,679998,3,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72780515,-73.82322327
463479,686393,40,Good,,11210,Brooklyn,48,Midwood,BK43,40.61898036,-73.94932384
463480,692784,25,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.70791173,-73.80988521
463481,677869,28,Good,1or2,11385,Queens,30,Glendale,QN19,40.70556894,-73.87662885
463482,682131,20,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70592068,-73.80617938
463488,683728,2,Good,1or2,11357,Queens,19,Whitestone,QN49,40.77983464,-73.81465469
463490,668791,12,Good,,11436,Queens,28,Baisley Park,QN76,40.66735579,-73.7970509
463491,692488,28,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71540403,-73.79974418
463492,694174,23,Good,,11239,Brooklyn,42,Starrett City,BK93,40.64641632,-73.88162991
463493,639425,24,Good,,11418,Queens,29,Richmond Hill,QN54,40.69432444,-73.82758516
463494,661854,32,Good,,11364,Queens,23,Oakland Gardens,QN42,40.7474827,-73.75447919
463495,640697,5,Good,,11419,Queens,28,Richmond Hill,QN54,40.68922179,-73.8209831
463496,691702,18,Good,,11354,Queens,20,Murray Hill,QN51,40.76356313,-73.819763
463514,678414,36,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.62038826,-73.91529627
463515,675441,15,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61395822,-73.93969608
463516,675442,3,Poor,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.6138736,-73.93960148
463519,689313,23,Fair,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64824032,-73.91982346
463521,670611,34,Good,,11357,Queens,19,Whitestone,QN49,40.78589914,-73.8270844
463523,694225,12,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65643973,-73.91443519
463524,659515,6,Good,,11358,Queens,19,Auburndale,QN48,40.76468726,-73.78883628
463526,663727,37,Good,,11385,Queens,30,Glendale,QN19,40.70169346,-73.85507731
463527,687505,25,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70933921,-73.80790195
463554,680182,31,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72957234,-73.82090748
463556,684001,9,Good,1or2,11234,Brooklyn,46,Flatlands,BK58,40.63728363,-73.92293156
463557,681061,37,Good,,11367,Queens,24,Queensboro Hill,QN62,40.73889288,-73.82501257
463558,686841,18,Good,,11203,Brooklyn,45,East Flatbush-Farragut,BK91,40.63895437,-73.93008877
463559,692475,24,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71584331,-73.79790789
463560,694172,23,Good,,11239,Brooklyn,42,Starrett City,BK93,40.64670382,-73.88118855
463561,680125,21,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72147164,-73.81672468
463562,653578,30,Good,,11377,Queens,30,Maspeth,QN30,40.73421831,-73.89714344
463778,694539,15,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65528557,-73.91621794
463779,663728,24,Fair,,11385,Queens,30,Glendale,QN19,40.70208205,-73.85506779
463780,683875,13,Good,,11234,Brooklyn,46,Flatlands,BK58,40.63192295,-73.9252499
463781,689132,3,Good,,11427,Queens,23,Oakland Gardens,QN42,40.7308719,-73.75155831
463782,661288,17,Good,,11363,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76747817,-73.74674418
463783,668603,30,Good,,11228,Brooklyn,43,Bensonhurst West,BK28,40.61952764,-74.00313144
463784,691606,33,Good,,11355,Queens,20,Murray Hill,QN51,40.76051536,-73.82134222
463785,692476,27,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71584735,-73.79799286
463786,694780,12,Fair,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65653478,-73.91401363
463787,669480,29,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77419566,-73.77770814
463788,694171,17,Good,,11239,Brooklyn,42,Starrett City,BK93,40.64675146,-73.88111592
463802,680170,3,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72291959,-73.81904499
463847,666106,7,Fair,,11435,Queens,24,Jamaica,QN61,40.70200887,-73.80683261
463849,662464,27,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.78439108,-73.79493651
463850,648558,30,Good,,11364,Queens,23,Oakland Gardens,QN42,40.7389259,-73.76424084
463852,675434,18,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.6145127,-73.94031605
463853,679544,23,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68800303,-73.92799432
463854,689170,17,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73075839,-73.75135151
463855,692397,22,Good,,11435,Queens,24,Kew Gardens Hills,QN37,40.71737094,-73.8171173
463857,684399,17,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77595915,-73.79863965
463858,691552,36,Good,,11421,Queens,30,Woodhaven,QN53,40.68385112,-73.86443248
463859,680756,29,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72156305,-73.81897656
463860,683881,2,Good,1or2,11364,Queens,23,Bayside-Bayside Hills,QN46,40.74794928,-73.76266004
463862,665933,27,Good,,11433,Queens,27,South Jamaica,QN01,40.6963569,-73.78176304
463863,691701,24,Good,,11354,Queens,20,Murray Hill,QN51,40.76354848,-73.81981745
463864,694509,27,Good,,11433,Queens,27,South Jamaica,QN01,40.69674779,-73.78114693
463865,687758,15,Good,,11378,Queens,30,Maspeth,QN30,40.72857374,-73.88839119
463866,661317,21,Good,,11363,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76780749,-73.74693568
463868,682527,45,Good,,11358,Queens,19,Auburndale,QN48,40.75488498,-73.79276552
463882,681057,9,Good,,11367,Queens,24,Queensboro Hill,QN62,40.73834628,-73.82506617
463883,675292,32,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61366697,-73.93953274
463886,684398,21,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77597499,-73.79884295
463915,683704,25,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77188495,-73.78747102
463916,683370,28,Good,,11357,Queens,19,Whitestone,QN49,40.77926389,-73.81883899
463917,683372,29,Good,,11357,Queens,19,Whitestone,QN49,40.77928069,-73.81906177
463918,681200,32,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72831887,-73.82699313
463919,665888,16,Good,,11433,Queens,27,South Jamaica,QN01,40.69524043,-73.77979637
463920,680228,35,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7300864,-73.82039854
463921,689169,19,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73070563,-73.75131925
463922,661593,31,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.7478534,-73.76804615
463923,692396,24,Good,,11435,Queens,24,Kew Gardens Hills,QN37,40.71744782,-73.81715704
463985,670407,7,Poor,,11354,Queens,19,College Point,QN23,40.77341515,-73.83757533
463986,689500,5,Fair,,11207,Brooklyn,37,Bushwick North,BK77,40.68918848,-73.90486131
463987,670605,3,Good,,11357,Queens,19,Whitestone,QN49,40.78477779,-73.82687096
463988,692399,37,Good,,11435,Queens,24,Kew Gardens Hills,QN37,40.71714027,-73.8169981
464015,665872,20,Good,,11102,Queens,22,Old Astoria,QN71,40.77193437,-73.93396753
464016,624058,24,Good,,11423,Queens,27,Hollis,QN07,40.70938215,-73.76406784
464017,659520,18,Fair,,11358,Queens,19,Auburndale,QN48,40.76517968,-73.78918943
464018,659522,11,Fair,,11358,Queens,19,Auburndale,QN48,40.76543037,-73.78931969
464019,659524,3,Poor,,11358,Queens,19,Auburndale,QN48,40.76562938,-73.78943679
464020,670152,18,Good,,11356,Queens,19,College Point,QN23,40.7773953,-73.84261509
464022,682469,25,Fair,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74122527,-73.77491331
464023,692497,30,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71523674,-73.80090896
464024,686647,30,Good,,11358,Queens,19,Auburndale,QN48,40.76140603,-73.78603216
464025,679995,5,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72789613,-73.82292215
464054,669551,24,Good,1or2,11228,Brooklyn,43,Bensonhurst West,BK28,40.6153602,-74.00379401
464057,650078,23,Good,1or2,11416,Queens,32,Woodhaven,QN53,40.6851417,-73.84315278
464059,659523,17,Fair,,11358,Queens,19,Auburndale,QN48,40.76553541,-73.78937036
464061,680211,27,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72355683,-73.81912036
464062,692477,24,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71585221,-73.79809511
464063,669481,30,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77413714,-73.77769566
464064,686648,9,Good,,11358,Queens,19,Auburndale,QN48,40.76144525,-73.7855432
464094,694537,14,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65542327,-73.91600268
464095,659518,7,Fair,,11358,Queens,19,Auburndale,QN48,40.76498165,-73.78904874
464098,687385,8,Good,,11220,Brooklyn,38,Sunset Park East,BK34,40.6316811,-74.01249153
464099,686792,28,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71309992,-73.79764234
464100,675294,36,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61389994,-73.9397915
464101,692474,29,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71583852,-73.79780709
464102,686649,15,Good,,11358,Queens,19,Auburndale,QN48,40.7614566,-73.78539958
464104,659952,5,Good,,11358,Queens,19,Auburndale,QN48,40.76531907,-73.78999903
464105,661856,42,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74678981,-73.75414913
464106,677870,18,Good,1or2,11385,Queens,30,Glendale,QN19,40.70550306,-73.87660118
464228,680310,31,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73034539,-73.81989062
464286,694538,15,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65535407,-73.91611086
464287,659517,5,Poor,,11358,Queens,19,Auburndale,QN48,40.76488336,-73.78897891
464288,679916,20,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7285168,-73.82306688
464290,689133,3,Good,1or2,11427,Queens,23,Oakland Gardens,QN42,40.73081321,-73.75152408
464293,692484,22,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71559808,-73.79913095
464294,692498,35,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71514383,-73.80155587
464328,632507,24,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75617326,-73.72590671
464329,680754,31,Fair,,11367,Queens,24,Kew Gardens Hills,QN37,40.72171254,-73.81905358
464330,661855,35,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74728142,-73.75438331
464332,687141,20,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71267172,-73.80378753
464333,693990,1,Good,1or2,11357,Queens,19,Whitestone,QN49,40.79366425,-73.82618883
464334,694508,22,Good,,11433,Queens,27,South Jamaica,QN01,40.69679964,-73.78102526
464362,689708,16,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77464148,-73.78875375
464363,653583,18,Good,,11377,Queens,30,Maspeth,QN30,40.73422885,-73.8976264
464364,669413,12,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77450162,-73.77697248
464365,632659,37,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75387281,-73.72600477
464366,694120,15,Good,,11239,Brooklyn,42,Starrett City,BK93,40.64717297,-73.88125921
464367,693552,12,Good,,11433,Queens,27,South Jamaica,QN01,40.69229856,-73.77987542
464368,685864,23,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71079443,-73.79406196
464369,661539,15,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.74897321,-73.76704603
464556,695146,23,Good,,11355,Queens,20,Murray Hill,QN51,40.75935431,-73.81908342
464557,668755,12,Fair,,11436,Queens,28,Baisley Park,QN76,40.66820606,-73.79573714
464559,680088,19,Good,,11229,Brooklyn,46,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.59902797,-73.93878657
464560,689998,29,Fair,,11358,Queens,19,Murray Hill,QN51,40.77243345,-73.79515236
464699,650097,9,Good,,11421,Queens,30,Woodhaven,QN53,40.69969071,-73.85170057
464700,692462,25,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71553812,-73.79961549
464701,682066,20,Good,,11435,Queens,24,Jamaica,QN61,40.70611317,-73.80641354
464711,694511,31,Good,3or4,11433,Queens,27,South Jamaica,QN01,40.69663063,-73.78141953
464712,686905,18,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71052055,-73.80935489
464713,686906,18,Poor,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.7105476,-73.80925002
464714,677849,23,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61494281,-73.918294
464717,650105,12,Good,,11421,Queens,30,Woodhaven,QN53,40.69982696,-73.85297576
464718,687556,2,Good,,11228,Brooklyn,43,Dyker Heights,BK30,40.62965193,-74.01516689
464720,662406,22,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.78486205,-73.79659516
464721,697102,13,Poor,,11354,Queens,20,Murray Hill,QN51,40.76928727,-73.82394987
464722,662237,14,Good,,11358,Queens,19,Murray Hill,QN51,40.76721214,-73.80676221
465428,678687,38,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61388497,-73.91836756
465429,671167,20,Good,,11364,Queens,23,Oakland Gardens,QN42,40.7371631,-73.74775274
465430,676951,34,Good,,11354,Queens,19,Murray Hill,QN51,40.77263213,-73.81100421
465431,644391,27,Good,,11366,Queens,24,Fresh Meadows-Utopia,QN41,40.73165316,-73.78342896
465432,644470,13,Fair,,11365,Queens,20,Auburndale,QN48,40.74408185,-73.78748583
465433,653762,26,Good,,11357,Queens,19,Whitestone,QN49,40.78154233,-73.80366253
465434,656770,13,Good,,11354,Queens,20,Murray Hill,QN51,40.77043213,-73.82411261
465435,676715,17,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61411131,-73.92253854
465537,659525,13,Fair,,11358,Queens,19,Auburndale,QN48,40.76572448,-73.78950599
465538,686076,37,Good,,11210,Brooklyn,45,Flatlands,BK58,40.62642367,-73.93547378
465539,680290,12,Good,,11210,Brooklyn,45,Flatlands,BK58,40.62299527,-73.94123072
465767,670723,21,Good,,11358,Queens,19,East Flushing,QN52,40.75796162,-73.79670193
465768,692490,26,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71537129,-73.7999721
465769,692492,28,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71532838,-73.80027092
465770,680126,11,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72153815,-73.81675868
465771,644487,18,Good,,11365,Queens,20,Auburndale,QN48,40.74395659,-73.7872283
465772,682128,18,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70624128,-73.80633164
465773,680315,26,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73020554,-73.82035336
465774,686701,2,Poor,,10303,Staten Island,49,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,40.6388605,-74.14293416
465775,682532,26,Good,,11358,Queens,19,Auburndale,QN48,40.75377244,-73.79261058
465776,650101,9,Fair,,11421,Queens,30,Woodhaven,QN53,40.6997629,-73.85235844
465777,695793,2,Fair,1or2,11379,Queens,30,Middle Village,QN21,40.72466362,-73.88687564
465778,677173,12,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71342846,-73.81845539
465898,695066,11,Good,,11433,Queens,27,South Jamaica,QN01,40.69857668,-73.78875694
465899,682064,18,Good,,11435,Queens,24,Jamaica,QN61,40.7058363,-73.80627845
465900,682153,22,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70576552,-73.80601955
466130,682466,26,Good,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74193462,-73.77525375
466131,683834,3,Good,1or2,11357,Queens,19,Whitestone,QN49,40.77844142,-73.81231066
466133,691615,31,Good,,11355,Queens,20,Murray Hill,QN51,40.76091692,-73.81984775
466290,692483,26,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71564679,-73.79904459
466291,664641,24,Good,,11379,Queens,30,Middle Village,QN21,40.72067427,-73.8883374
466292,692460,27,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71542871,-73.80035189
466293,653584,24,Good,,11377,Queens,30,Maspeth,QN30,40.73423082,-73.89771656
466294,682130,22,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70604301,-73.8062376
466295,694998,29,Good,,11357,Queens,19,Murray Hill,QN51,40.7787513,-73.82357122
466296,677843,26,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61420209,-73.91746936
466297,689977,25,Fair,,11358,Queens,19,Murray Hill,QN51,40.77167024,-73.79447678
466299,682530,32,Fair,,11358,Queens,19,Auburndale,QN48,40.75434345,-73.7926901
466301,668758,12,Good,,11436,Queens,28,Baisley Park,QN76,40.66797548,-73.79513854
466398,677184,23,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.7122998,-73.81828004
466516,659885,25,Fair,,11358,Queens,19,Bayside-Bayside Hills,QN46,40.76857766,-73.79141771
466517,671160,28,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73932975,-73.74846324
466518,617376,12,Good,,11220,Brooklyn,43,Bay Ridge,BK31,40.63429697,-74.02057509
466520,660028,13,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.75925066,-73.77843522
466521,673082,28,Good,,11378,Queens,30,Maspeth,QN30,40.73118486,-73.89923692
466523,671074,32,Fair,,11364,Queens,23,Oakland Gardens,QN42,40.74008599,-73.74851515
466524,681070,34,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72552305,-73.82059333
466525,681309,30,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73768383,-73.82485821
466526,681320,27,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73597794,-73.8250237
466741,692479,18,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71585506,-73.79852909
466742,692481,32,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71575998,-73.7988549
466743,692496,28,Poor,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71525497,-73.80078206
466744,681949,4,Good,,11357,Queens,19,Whitestone,QN49,40.78018498,-73.80610575
466749,691694,39,Good,,11354,Queens,20,Murray Hill,QN51,40.76296333,-73.82199276
466750,695034,7,Good,,11433,Queens,27,South Jamaica,QN01,40.69913678,-73.78795889
466751,670385,2,Good,,11358,Queens,19,Murray Hill,QN51,40.76082734,-73.79926388
466752,694098,5,Good,,11433,Queens,27,South Jamaica,QN01,40.69763812,-73.78855723
466755,694286,12,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65586812,-73.91531473
466756,692195,16,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7190689,-73.81245548
466757,680312,29,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73028661,-73.82008511
466758,689889,26,Fair,1or2,11358,Queens,19,Bayside-Bayside Hills,QN46,40.76790199,-73.79082748
466759,686698,2,Poor,,10303,Staten Island,49,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,40.63838651,-74.14401982
466760,662230,16,Good,,11358,Queens,19,Murray Hill,QN51,40.76866972,-73.80467277
466761,692880,41,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73066044,-73.82101411
466762,650096,4,Good,,11421,Queens,30,Woodhaven,QN53,40.69966878,-73.85150068
466763,650098,11,Fair,,11421,Queens,30,Woodhaven,QN53,40.69971132,-73.85188833
466764,692797,28,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.78369244,-73.79871878
466765,690006,25,Good,3or4,11234,Brooklyn,46,Flatlands,BK58,40.6365637,-73.92303088
466887,686908,25,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71057545,-73.80914207
466888,677850,30,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61504914,-73.91841237
466889,689975,28,Good,,11358,Queens,19,Murray Hill,QN51,40.77185372,-73.79463871
466890,694096,6,Good,1or2,11433,Queens,27,South Jamaica,QN01,40.69727434,-73.78942162
466891,694121,18,Good,,11239,Brooklyn,42,Starrett City,BK93,40.64708888,-73.88116542
466892,666254,19,Good,1or2,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67763633,-74.00533604
466893,650099,8,Good,,11421,Queens,30,Woodhaven,QN53,40.69972855,-73.85204539
466895,685863,25,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71092623,-73.79412707
466896,687137,19,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.70936534,-73.80933141
466897,677182,18,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71253921,-73.8184428
466911,653580,28,Good,,11377,Queens,30,Maspeth,QN30,40.73422311,-73.89736346
466912,682127,14,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70630659,-73.80636263
466913,693991,1,Good,1or2,11357,Queens,19,Whitestone,QN49,40.79368829,-73.82611595
466914,694091,31,Good,,11433,Queens,27,South Jamaica,QN01,40.69455722,-73.78410192
466915,686907,19,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71056294,-73.80919058
466916,677847,23,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61472284,-73.9180491
466918,632655,11,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75314295,-73.72553381
466919,632705,23,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75681761,-73.73275574
466921,682528,22,Good,,11358,Queens,19,Auburndale,QN48,40.75480692,-73.79275465
